Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Explicit Track
We Don't Trust You,WE DON'T TRUST YOU,Future,3/22/2024,USSM12402040,600,61,68542565,0,0,,0,0,0,0,0,0,1
Tï¿½ï¿,Tï¿½ï¿,Dennis,5/4/2023,BRSME2300692,601,61,333339751,0,0,69.0,0,0,0,0,0,0,0
Cï¿½ï¿½ï¿½t ï¿½ï¿½ï¿½ï¿,Cï¿½ï¿½ï¿½t ï¿½ï¿½ï¿½ï¿,Tï¿½Ï¿½Ng Duy ,9/28/2023,QZYHM2362070,602,61,6921900,0,0,,0,0,0,0,0,0,0
Call Out My Name,"My Dear Melancholy,",The Weeknd,3/29/2018,USUG11800560,603,61,1780889877,0,0,79.0,0,0,0,0,0,0,0
Lose Control,Get To Know,Meduza,9/27/2019,DEUM71905792,604,61,932911098,0,0,66.0,0,0,0,0,0,0,0
THE GREATEST,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,USUM72401992,606,61,74533081,0,0,84.0,0,0,166,0,0,0,0
X - Remix,X (Remix),Nicky Jam,6/19/2018,USSD11800257,605,61,341040837,0,0,60.0,0,0,0,0,0,0,0
223's (feat. 9lokknine),223's (feat. 9lokknine),Ynw Melly,8/9/2019,QMCE31902418,609,61,484542375,0,0,64.0,0,0,0,0,0,0,1
Saami Saami,"Saami Saami (From ""Pushpa - The Rise Part - 01"") - Single",Mounika Yadav,10/28/2021,INA092117769,608,61,43286859,0,0,49.0,0,0,0,0,0,0,0
ýýchame La Culpa,ýýchame La Culpa,Luis Fonsi,11/17/2017,USUM71712163,607,61,935042457,0,0,68.0,0,0,0,0,0,0,0
Mask Off,EPIC AF,Future,1/1/2017,USSM11701444,614,61,1596770801,0,0,77.0,0,0,0,0,0,0,1
BON,No.O -ring-,Number_I,5/27/2024,JPY932300068,613,61,7269751,133,0,70.0,0,0,0,0,0,0,0
Before You Go,Divinely Uninspired To a Hellish Extent (Extended Edition),Lewis Capaldi,5/17/2019,DEUM71905868,611,61,1920784716,0,0,77.0,0,0,0,0,0,0,0
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,9/16/2021,US23A1540104,610,61,428189728,0,0,67.0,0,0,0,0,0,0,1
Young Metro,WE DON'T TRUST YOU,Future,3/22/2024,USSM12402034,612,61,69705399,0,0,,0,0,0,0,0,0,1
You Raise Me Up,Closer (20th Anniversary Deluxe Edition),Josh Groban,11/17/2023,USRE12300484,618,61,124486631,18,152,,0,0,0,0,0,0,0
Queencard,I feel,(G)I-Dle,5/15/2023,KRA392300001,616,61,289304213,0,0,72.0,0,0,0,0,0,0,0
"Maroon Color Sadiya (From ""Fasal"")","Maroon Color Sadiya (From ""Fasal"") - Single",Kalpana,3/12/2024,INW132418021,617,61,10371919,142,0,,0,0,0,0,0,0,0
RAPSTAR,RAPSTAR,Polo G,4/9/2021,USSM12101640,615,61,923823292,0,0,72.0,0,0,0,0,0,0,1
Say Yes To Heaven,Say Yes To Heaven (sim0ne & Melo Nada Remix),Lana Del Rey,3/17/2023,GBUM72304301,620,61,513353284,0,0,80.0,0,0,0,0,0,0,0
Building Blocks,Darkly,Falls,7/15/2022,QZN882241742,619,61,0,1,4,,0,0,0,0,0,0,0
Maan Meri Jaan,Champagne Talk,King,10/12/2022,INW272200083,621,61,467454503,0,0,71.0,0,0,0,0,0,0,0
Best Friend (feat. Doja Cat),Best Friend (feat. Doja Cat),Saweetie,1/7/2021,USWB12004547,622,61,571532926,0,0,66.0,0,0,0,0,0,0,1
GATï¿½ï¿½,GATï¿½ï¿½,Karol G,8/26/2022,USUM72216070,623,61,427247328,0,0,66.0,0,0,0,0,0,0,0
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2/23/2017,USWB11700237,624,61,1116304877,0,0,66.0,0,0,0,0,0,0,1
Te Botï¿½ï¿½ - R,Flow La Movie Remixes,Nio Garcia,1/1/2017,QM4TW1811888,625,60,1176693861,0,0,69.0,0,0,0,0,0,0,1
SICKO MODE,ASTROWORLD,Travis Scott,8/3/2018,USSM11806660,626,60,2134271997,0,0,77.0,0,0,0,0,0,0,1
act ii: date @ 8 (remix),act ii: date @ 8 (feat. Drake) [remix],4Batz,3/8/2024,USLD91756695,627,60,89787741,0,0,,0,0,0,0,0,0,1
Barbie World (with Aqua) [From Barbie The Album],Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,6/23/2023,USAT22306213,630,60,470659154,0,0,71.0,0,0,0,0,0,0,1
The Kind of Love We Make,The Kind of Love We Make,Luke Combs,6/17/2022,US6XF2200076,628,60,470340261,0,0,75.0,0,0,0,0,0,0,0
Europapa,Europapa,Joost,2/29/2024,NL4TG2400001,629,60,111170278,0,0,81.0,0,0,0,0,0,0,0
OMG,NewJeans 'OMG',Newjeans,1/2/2023,USA2P2251723,632,60,675591495,0,0,75.0,0,0,0,0,0,0,0
Baila,Baila,Karl Wine,7/31/2020,TCAFA2047032,631,60,2947162,0,0,,0,0,0,0,0,0,0
PUNTO 40,PUNTO 40 - Single,Rauw Alejandro,9/22/2022,USSD12200965,635,60,396549329,0,0,67.0,0,0,0,0,0,0,1
In The Name Of Love,Pacha 2017,Martin Garrix,10/23/2015,NLM5S1600003,637,60,1452194416,0,0,75.0,0,0,0,0,0,0,0
Shorty Party,Shorty Party,Cartel De Santa,3/4/2023,MX3602300010,633,60,323657766,0,0,69.0,0,0,0,0,0,0,1
Drama,Drama - The 4th Mini Album,Aespa,11/10/2023,KRA302300350,634,60,198043685,0,0,78.0,0,0,0,0,0,0,0
Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),Joel Corry,7/3/2020,UK4ZF2000305,636,60,1196521179,0,0,74.0,0,0,0,0,0,0,0
Callaita,Callaita,Bad Bunny,5/31/2019,QM6N21919851,638,60,1448173030,0,0,70.0,0,0,0,0,0,0,1
How Do I Say Goodbye,How Do I Say Goodbye,Dean Lewis,8/5/2022,AUUM72200172,639,59,459712644,0,0,69.0,0,0,0,0,0,0,0
One Step Closer,Papercuts,Linkin Park,4/12/2024,USWB11201316,640,59,687919107,91,0,,0,0,0,0,0,0,0
ULTRA SOLO,ULTRA SOLO,Polimï¿½Ï¿½ Westc,2/14/2022,CLPP22200004,642,59,360068693,0,0,64.0,0,0,0,0,0,0,0
Hundred Miles (Sped Up Version),Hundred Miles (Sped Up Version) [feat. Gabriela Richardson] - Single,Yall,2/3/2023,ES7002364101,641,59,16264949,0,0,48.0,0,0,0,0,0,0,0
SNAP,SNAP,Rosa Linn,3/19/2022,USSM12207342,643,59,1039482815,0,0,79.0,0,0,0,0,0,0,0
Lambiyan Raataan,Lambiyan Raataan - Single,Jubin Nautiyal,8/27/2021,QZ93L2125871,644,59,53437,4,16,,0,0,580,0,0,0,0
Gangnam Style (ï¿½ï¿½ï¿½ï¿½ï¿½ï,Hits For Kids 29,Psy,1/1/2012,USUM71210283,647,59,477162323,0,0,67.0,0,0,0,0,0,0,0
Criminal,Criminal,Natti Natasha,8/18/2017,USB271700112,648,59,889098343,0,0,69.0,0,0,0,0,0,0,0
Chantaje,Chantaje,Shakira,1/1/2016,USSD11600299,646,59,1006124005,0,0,72.0,0,0,0,0,0,0,0
Laugh Now Cry Later (feat. Lil Durk),Laugh Now Cry Later (feat. Lil Durk),Drake,8/14/2020,USUG12001748,645,59,962634706,0,0,69.0,0,0,0,0,0,0,1
Psycho,Psycho (feat. Ty Dolla $ign),Post Malone,2/23/2018,USUM71710836,650,59,1517935273,0,0,70.0,0,0,0,0,0,0,1
Casanova,Casanova,Soolking,7/6/2023,FRPZ92324651,649,59,191488217,0,0,72.0,0,0,0,0,0,0,0
Holanda,Holanda,Jhayco,7/28/2023,USUM72310520,651,59,320174752,0,0,73.0,0,0,0,0,0,0,1
nï¿½ï¿½e,nï¿½ï¿½e,21 Savage,1/10/2024,USSM12309168,652,59,150203467,0,0,,0,0,0,0,0,0,1
Faded,Faded,Alan Walker,12/4/2015,NOG841549010,653,59,1943842010,0,0,75.0,0,0,0,0,0,0,0
Cough,Cough,Kizz Daniel,10/13/2022,USUYG1448153,655,59,86103527,0,0,62.0,0,0,0,0,0,0,1
Afraid To Feel,Afraid To Feel,Lf System,5/2/2022,GBAHT2200492,656,59,355203657,0,0,74.0,0,0,0,0,0,0,0
Wow.,Wow.,Post Malone,12/24/2018,USUM71822626,657,59,1680612367,0,0,74.0,0,0,0,0,0,0,1
Radioactive,Hear Me EP,Imagine Dragons,1/1/2012,USUM71201074,654,59,1836362703,0,0,75.0,0,0,0,0,0,0,0
RITMO (Bad Boys For Life),RITMO (Bad Boys For Life),Black Eyed Peas,10/12/2019,USSM11912430,659,59,961358721,0,0,65.0,0,0,0,0,0,0,1
hot girl bummer,hot girl bummer,Blackbear,8/23/2019,USUG11902959,658,59,1265080733,0,0,70.0,0,0,0,0,0,0,1
Dancing With A Stranger (with Normani),Dancing With A Stranger (with Normani),Sam Smith,1/11/2019,GBUM71807386,663,59,1349115675,0,0,71.0,0,0,0,0,0,0,0
Heartbreak Anniversary,HEARTBREAK ANNIVERSARY,Giveon,2/21/2020,USSM12000998,665,59,1157206056,0,0,75.0,0,0,0,0,0,0,0
Toxic,Faded,Boywithuke,9/10/2021,TCAFS2101442,662,59,690010618,0,0,69.0,0,0,0,0,0,0,0
Tennessee Whiskey,Tennessee Whiskey,Chris Stapleton,4/28/2015,USUM71418088,661,59,954073526,0,0,77.0,0,0,0,0,0,0,0
Up,Up (Instrumental),Cardi B,2/4/2021,USAT22100061,664,59,646916214,0,0,65.0,0,0,0,0,0,0,1
UN PREVIEW,UN PREVIEW,Bad Bunny,9/25/2023,QMFME2329236,660,59,253455087,0,0,,0,0,0,0,0,0,1
Prada Dem (feat. Offset),Prada Dem (feat. Offset),Gunna,3/15/2024,USAT22401724,669,58,57374288,0,0,,0,0,0,0,0,0,1
Don't Be Shy,Don't Be Shy - Single,Tiï¿½Ï¿,8/12/2021,CYA112000981,670,58,686371118,0,0,69.0,0,0,0,0,0,0,1
Sabor Fresa,Sabor Fresa,Fuerza Regida,6/22/2023,QZ9QQ2300457,668,58,502536183,0,0,77.0,0,0,0,0,0,0,1
MON LOVE OHO,MON LOVE OHO,Liamsi,4/7/2023,QZMEV2363867,666,58,24215252,0,0,48.0,0,0,0,0,0,0,1
Surround Sound (feat. 21 Savage & Baby Tate),Surround Sound (feat. 21 Savage & Baby Tate),Jid,1/14/2022,USUM72123571,667,58,548724288,0,0,79.0,0,0,0,0,0,0,1
Feather,emails i canï¿½ï¿½ï¿½t send fwd,Sabrina Carpenter,3/17/2023,USUM72301876,673,58,488979989,0,0,84.0,0,0,0,0,0,0,1
Super Gremlin,Sniper Gang Presents Syko Bob & Snapkatt: Nightmare Babies,Kodak Black,10/30/2021,USAT22107295,672,58,416955991,0,0,63.0,0,0,0,0,0,0,1
Natural,Natural,Imagine Dragons,7/17/2018,USUM71806694,674,58,1228556153,0,0,75.0,0,0,0,0,0,0,0
La Triple M,La Triple M,Mawell,6/2/2023,QM6P42364524,671,58,44557662,0,0,59.0,0,0,0,0,0,0,1
OUT WEST (feat. Young Thug),JACKBOYS,Jackboys,12/27/2019,USSM11914988,675,58,709850383,0,0,70.0,0,0,0,0,0,0,1
"Fear Song (From ""Devara Part 1"") [Tamil]","Fear Song (From ""Devara Part 1"") [Tamil]",Anirudh Ravichander,5/19/2024,INS182401563,677,58,945093,63,0,,0,0,0,0,0,0,0
High Hopes,High Hopes On Saturday Night,Panic! At The Disco,5/23/2018,USAT21801174,678,58,1602076880,0,0,75.0,0,0,0,0,0,0,0
Papa,Papa,Lori,11/24/2022,CH6542286446,676,58,0,0,0,,0,0,0,0,0,0,0
Memory Reboot,Memory Reboot,Vï¿½,1/13/2023,QM4TW2307105,679,58,168087455,0,0,71.0,0,0,0,0,0,0,0
Side To Side,Dangerous Woman,Ariana Grande,4/1/2016,USUM71602107,680,58,1427792654,0,0,70.0,0,0,0,0,0,0,1
Last Night,3 Songs At A Time Sampler,Morgan Wallen,1/31/2023,USUG12300831,681,58,922010059,0,0,50.0,0,0,0,0,0,0,0
Build a Bitch,Build a Bitch,Bella Poarch,5/14/2021,USWB12101016,682,58,452542081,0,0,63.0,0,0,0,0,0,0,1
"Natanael Cano: Bzrp Music Sessions, Vol. 59","Natanael Cano: Bzrp Music Sessions, Vol. 59",Bizarrap,4/2/2024,UYB282401007,683,58,126619484,0,0,79.0,0,0,0,0,0,0,1
400 Degreez,400 Degreez (Deluxe Edition),Juvenile,3/29/2024,USCM52400062,687,58,11610247,2,2,,0,0,0,0,0,0,1
Y LLORO,$AD BOYZ 4 LIFE II,Junior H,10/5/2023,QZ9QQ2300724,685,58,363816146,0,0,80.0,0,0,0,0,0,0,1
Streets,Hot Pink,Doja Cat,11/7/2019,USRC11903460,686,58,1056939084,0,0,75.0,0,0,0,0,0,0,1
How We Roll,How We Roll,Ciara,8/4/2023,QZS7J2357291,684,58,36007719,0,0,53.0,0,0,0,0,0,0,1
"Satranga (From ""Animal"")","Satranga (From ""Animal"") - Single",Arijit Singh,10/28/2023,INS182303075,690,58,214352397,0,0,76.0,0,0,0,50,190,0,0
My Universe,My Universe,Coldplay,9/24/2021,GBAYE2100952,688,58,1269607301,0,0,71.0,0,0,0,0,0,0,0
Peaches & Eggplants (feat. 21 Savage),Peaches & Eggplants (feat. 21 Savage),Young Nudy,2/27/2023,USRC12300570,689,58,157446814,0,0,64.0,0,0,0,0,0,0,1
"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,10/8/2021,USRC12101071,691,58,248749251,0,0,61.0,0,0,0,0,0,0,1
Thinking Out Loud,Piano Moods: 50 Songs,Ed Sheeran,3/28/2017,ITD541500554,693,58,473328,17,0,7.0,0,0,0,0,0,0,0
O Me Voy O Te Vas,O Me Voy O Te Vas,Natanael Cano,10/11/2023,QZ9QQ2300812,692,58,226233020,0,0,77.0,0,0,333,0,0,0,0
Punterï¿½,Punterï¿½,Shakira,3/21/2024,USQX92400523,697,57,44416140,0,0,,0,0,0,0,0,0,0
Girls Like You (feat. Cardi B),Red Pill Blues (Deluxe),Maroon 5,11/3/2017,USUM71805272,694,57,1650167380,0,0,66.0,0,0,0,0,0,0,1
Slime You Out (feat. SZA),Slime You Out,Drake,9/15/2023,USUG12306064,696,57,202169670,0,0,,0,0,0,0,0,0,1
Therefore I Am,Therefore I Am,Billie Eilish,11/12/2020,USUM72021500,695,57,805133547,0,0,67.0,0,0,0,0,0,0,0
Wish You The Best,Wish You The Best,Lewis Capaldi,4/14/2023,DEUM72206010,701,57,245513981,0,0,71.0,0,0,0,0,0,0,0
New Rules,Summer Beats 2018,Dua Lipa,7/20/2018,TRAA31800147,698,57,0,0,0,,0,0,0,0,0,0,0
Stitches,Stitches,Shawn Mendes,2/10/2015,USUM71500658,700,57,1907768690,0,0,69.0,0,0,0,0,0,0,0
Back On 74,Back On 74,Jungle,7/28/2023,QM4TX2336316,702,57,212122034,0,0,80.0,0,0,0,0,0,0,0
"Welcome To Rosas - From ""Wish""","Welcome To Rosas (From ""Wish"")",Ariana Debose,11/1/2023,USWD12328240,699,57,12375503,0,0,,0,0,0,0,0,0,0
Por Mi Mexico (Remix),"Por Mi Mï¿½ï¿½xico (Remix) [feat. Dharius, C-Kan, MC Davo & Neto Peï¿½ï¿½a] ",Lefty Sm,8/25/2023,QM3DF2219446,703,57,98795736,0,0,67.0,0,0,0,0,0,0,1
THIS YEAR (Blessings),THIS YEAR (Blessings) (feat. Ehis 'D' Greatest) - Single,Victor Thompson,1/4/2023,QZFYY2339108,705,57,134208327,0,0,61.0,0,0,0,0,0,0,0
"Abrarï¿½ï¿½ï¿½s Entry | Jamal Kudu ""ANIMAL"")","Abrarï¿½ï¿½ï¿½s Entry | Jamal Kudu ""ANIMAL"")",Harshavardhan Rameshwar,12/6/2023,INS182303500,704,57,56885072,0,0,,0,0,0,0,0,0,0
Fair Trade (with Travis Scott),Certified Lover Boy,Drake,9/3/2021,USUG12104402,708,57,819136167,0,0,75.0,0,0,0,0,0,0,1
Mayores,Mayores,Becky G,7/14/2017,USRC11701270,709,57,709559454,0,0,66.0,0,0,0,0,0,0,0
CHORRITO PA LAS ANIMAS,SIXDO,Feid,12/2/2022,USUM72222460,707,57,558560568,0,0,75.0,0,0,0,0,0,0,1
New Divide,Papercuts,Linkin Park,4/12/2024,USWB12400679,706,57,340239513,161,0,,0,0,0,0,0,0,0
White Horse,White Horse,Chris Stapleton,7/21/2023,USUG12300484,711,57,155443055,0,0,68.0,0,0,0,0,0,0,0
Ojitos Rojos,Ojitos Rojos - Single,Grupo Frontera,7/21/2023,DGA062368509,712,57,221287566,0,0,70.0,0,0,0,0,0,0,0
La Morocha,La Morocha,Luck Ra,7/7/2023,CLPP22300045,710,57,161280933,0,0,66.0,0,0,0,0,0,0,0
Who Is Your Guy?,Who Is Your Guy?,Spyro,11/25/2022,QZW9L2260049,714,57,21236593,0,0,52.0,0,0,0,0,0,0,0
You Right,You Right,Doja Cat,6/24/2021,USRC12100544,713,57,831648193,0,0,72.0,0,0,0,0,0,0,1
AMG,AMG,Natanael Cano,11/24/2022,QZ9QQ2200105,715,57,674025091,0,0,70.0,0,0,0,0,0,0,1
Bandido,Bandido,Myke Towers,12/10/2020,QMFME2047291,717,57,700122551,0,0,68.0,0,0,0,0,0,0,0
Karma,Karma,Jojo Siwa,4/5/2024,USSM12401851,716,57,17310258,0,0,,0,0,0,0,0,0,0
El Gordo Trae El Mando,El Gordo Trae El Mando,Chino Pacas,1/27/2023,FR10S2386363,720,57,545234876,0,0,76.0,0,0,0,0,0,0,1
Ya No Tengo Tu Love,Origami,Sie7E,12/6/2023,QZHN22300206,718,57,4561175,0,0,,0,0,0,0,0,0,0
52 Gaj Ka Daman,52 Gaj Ka Daman,Renuka Panwar,10/2/2020,INV772001001,719,57,48929060,0,0,52.0,0,0,0,0,0,0,0
FTCU,Pink Friday 2,Nicki Minaj,12/8/2023,USUM72318679,722,57,167977668,0,0,,0,0,0,0,0,0,1
Go Crazy,Slime & B,Young Thug,5/5/2020,USRC12001468,721,57,699336080,0,0,68.0,0,0,0,0,0,0,1
La Jumpa,La Jumpa,Arcï¿½Ï¿½,11/30/2022,QMDA72252608,726,56,716829483,0,0,68.0,0,0,0,0,0,0,1
I Don't Care,I Don't Care - Single,Boy Spyce,2/23/2024,NGA3B2318016,723,56,3475009,328,0,,0,0,0,0,0,0,0
Roar,2013 The Hottest,Katy Perry,1/1/2013,USUM71308669,725,56,1156191242,0,0,73.0,0,0,0,0,0,0,0
No Guidance (feat. Drake),No Guidance (feat. Drake),Chris Brown,6/8/2019,USRC11901583,724,56,1030515485,0,0,70.0,0,0,0,0,0,0,1
34+35,Positions,Ariana Grande,10/30/2020,USUM72020423,727,56,978617707,0,0,70.0,0,0,0,0,0,0,1
Permission to Dance,Butter / Permission to Dance,Bts,7/9/2021,QMFME2102684,728,56,675763141,0,0,68.0,0,0,0,0,0,0,0
changes,changes,Xxxtentacion,3/2/2018,USUG11800211,729,56,1366479990,0,0,70.0,0,0,0,0,0,0,0
Tell Ur Girlfriend,Tell Ur Girlfriend,Lay Bankz,2/7/2024,QZZ4J2400019,730,56,167431139,0,0,90.0,0,0,0,0,0,0,1
SPIDER,SPIDER,Gims,5/10/2024,FR8FB2407800,731,56,26972053,0,0,76.0,0,0,0,0,0,0,0
Sunday Best,Where the Light Is,Surfaces,8/28/2018,TCAEA1802695,733,56,952626904,0,0,16.0,0,0,0,0,0,0,0
Guli Mata,Guli Mata,Saad Lamjarred,7/12/2023,USA2P2331239,734,56,75152048,0,0,62.0,0,0,969,0,0,0,0
HOLA PERDIDA,HOLA PERDIDA,Luck Ra,1/5/2024,CLPP22300118,732,56,110573724,0,0,69.0,0,0,0,641,0,0,0
Better,Better,Khalid,9/14/2018,USRC11803179,736,56,1355539058,0,0,72.0,0,0,0,0,0,0,0
I Don't Care (with Justin Bieber),I Don't Care (with Justin Bieber),Ed Sheeran,5/10/2019,GBAHS1900672,735,56,1816356140,0,0,70.0,0,0,0,0,0,0,1
Substitution,Substitution,Purple Disco Machine,3/30/2023,DEE862300093,737,56,218035732,0,0,72.0,0,0,0,0,0,0,0
Automotivo Bibi Fogosa,Automotivo Bibi Fogosa,Bibi Babydoll,5/19/2023,QZMZ92361338,739,56,267867000,0,0,36.0,0,0,0,0,0,407,1
MERCHO,MERCHO,Lil Cake,12/16/2022,ARF102200411,738,56,366462735,0,0,67.0,0,0,0,0,0,0,0
Bandook,Bandook,Nirvair Pannu,5/30/2020,FR96X2024977,740,56,40178056,0,0,54.0,0,0,0,0,0,0,0
Silence,Silence,Marshmello,8/11/2017,USRC11701901,741,56,1592440653,0,0,77.0,0,0,0,0,0,0,0
Miï¿½ï¿½n,Miï¿½ï¿½n,Tini,4/29/2021,USHR12141512,742,56,723722454,0,0,73.0,0,0,0,0,0,0,0
Trap Queen,Trap Queen,Fetty Wap,12/15/2014,QM7XC1400004,744,56,1182373720,0,0,70.0,0,0,0,0,0,0,1
Sign of the Times,Sign of the Times,Harry Styles,4/7/2017,USSM11703595,743,56,1532653504,0,0,76.0,0,0,0,0,0,0,0
METAMORPHOSIS,METAMORPHOSIS,Interworld,11/25/2021,QZS642102633,746,56,624007138,0,0,76.0,0,0,0,0,0,0,1
Botella Tras Botella,Botella Tras Botella,Gera Mx,4/23/2021,MXUM62100001,747,56,647496971,0,0,71.0,0,0,0,0,0,0,0
"Me, Myself & I","Me, Myself & I",G-Eazy,10/14/2015,USRC11502210,745,56,1280838046,0,0,73.0,0,0,0,0,0,0,1
"Steal The Show - From ""Elemental""","Steal The Show (From ""Elemental"")",Lauv,6/2/2023,USWD12326770,749,56,117717973,0,0,68.0,0,0,0,0,0,0,0
Lut Gaye,Lut Gaye,Jubin Nautiyal,2/17/2021,INS182100281,751,56,171856399,0,0,56.0,0,0,0,0,0,0,0
Piel,Piel,Tiago Pzk,2/1/2024,USWL12400226,748,56,128833634,0,0,79.0,0,0,0,0,0,0,1
Pasoori,Pasoori,Shae Gill,2/6/2022,FR10S2289473,750,56,346971014,0,0,65.0,0,0,627,0,0,0,0
the boy is mine,eternal sunshine,Ariana Grande,3/8/2024,USUM72317268,752,56,175336290,0,0,80.0,0,0,225,0,0,0,1
When We Were Young (The Logical Song),When We Were Young (The Logical Song),David Guetta,11/10/2023,UKWLG2300117,754,55,158952262,0,0,3.0,0,0,0,0,0,0,0
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Nu King,Jason Derulo,2/16/2024,USAT22400762,755,55,0,0,0,,0,0,0,0,0,0,0
Lay Low,Lay Low,Tiï¿½Ï¿,1/6/2023,NLZ542202348,756,55,406141247,0,0,70.0,0,0,0,0,0,0,0
Bounce When She Walk,Bounce When She Walk,Ohboyprince,2/3/2023,QZFZ72321643,753,55,18637452,0,0,45.0,0,0,0,0,0,0,1
"Apna Bana Le (From ""Bhediya"")","Apna Bana Le (From ""Bhediya"")",Arijit Singh,11/5/2022,INZ031411736,757,55,250599391,0,0,66.0,0,0,0,0,0,0,0
Hold My Hand,"Hold My Hand (Music From The Motion Picture ""Top Gun: Maverick"")",Lady Gaga,5/3/2022,USUM72206231,759,55,315680664,0,0,69.0,0,0,0,0,0,0,0
Big Energy,Big Energy - Single,Latto,9/24/2021,USRC12102454,758,55,324162855,0,0,61.0,0,0,0,0,0,0,1
Goodbyes (feat. Young Thug),Goodbyes (Feat. Young Thug),Post Malone,7/5/2019,USUM71912330,761,55,1263989128,0,0,72.0,0,0,0,0,0,0,1
Location,Location,Khalid,5/24/2016,TCACO1662934,760,55,1369299352,0,0,71.0,0,0,0,0,0,0,0
Italodisco,Italodisco,The Kolors,5/5/2023,ITQ002300342,762,55,142141861,0,0,67.0,0,0,0,0,0,0,1
Perfect Night,Perfect Night,Le Sserafim,10/27/2023,USA2P2349660,763,55,279667395,0,0,78.0,0,0,0,0,0,0,0
Vida de Rico,Vida de Rico,Camilo,9/21/2020,USSD12000388,767,55,568823269,0,0,64.0,0,0,0,0,0,0,0
Frï¿½ï¿½gil (feat. Grupo Front,Frï¿½ï¿½gil (feat. Grupo Front,Yahritza Y Su Esencia,4/7/2023,USQX92302369,765,55,432988420,0,0,67.0,0,0,0,0,0,0,0
In My Feelings,Scorpion,Drake,6/29/2018,USCM51800206,766,55,1389607643,0,0,68.0,0,0,0,0,0,0,1
You Broke My Heart,For All The Dogs Scary Hours Edition,Drake,10/6/2023,USUG12309646,764,55,123522254,0,0,,0,0,0,0,0,0,1
Attention,Attention,Charlie Puth,4/20/2017,USAT21700928,768,55,1800254516,0,0,75.0,0,0,0,0,0,0,0
Zhurek,Zhurek,Adam,10/6/2023,DGA0M2333309,770,55,8893883,0,0,,0,0,0,0,0,0,0
Let Me Down Slowly,Let Me Down Slowly,Alec Benjamin,5/25/2018,USAT21802284,769,55,1709991997,0,0,80.0,0,0,0,0,0,0,0
In The End,In the End,Tommee Profitt,4/6/2018,TCADO1871408,771,55,85068645,0,0,52.0,0,0,0,0,0,0,0
Took Her To The O,Took Her To The O,King Von,2/21/2020,USUYG1296663,772,55,497832707,0,0,74.0,0,0,0,0,0,0,1
Boyfriend,Boyfriend,Dove Cameron,2/11/2022,USQX92200693,774,55,637836235,0,0,68.0,0,0,0,0,0,0,1
Orquestra Maldita,Orquestra Maldita,Trashxrl,6/15/2023,SGW502301764,773,55,119445482,0,0,14.0,0,0,0,0,0,0,1
Sucker,Sucker,Jonas Brothers,3/1/2019,USUG11900515,775,55,1411856834,0,0,73.0,0,0,0,0,0,0,0
Alone,Alone,Marshmello,5/13/2016,CA6D21600147,776,55,561103984,0,0,65.0,0,0,0,0,0,0,0
Moto,Moto - Single,Diler Kharkiya,1/6/2020,INR731900731,778,54,0,424,0,,0,0,0,0,0,0,0
Pareja Del Aï¿½,Pareja Del Aï¿½,Sebastian Yatra,4/16/2021,USUM72104664,779,54,817933263,0,0,70.0,0,0,0,0,0,0,0
PAINTING PICTURES,5LBS OF PRESSURE,Superstar Pride,10/20/2022,QZNMX2257577,777,54,193109326,0,0,8.0,0,0,0,0,0,0,1
GOOBA,GOOBA,6Ix9Ine,5/8/2020,QZA742002191,780,54,472027271,0,0,2.0,0,0,0,0,0,0,1
vampire,vampire,Olivia Rodrigo,6/30/2023,USUG12305004,781,54,997536616,0,0,1.0,0,0,0,0,0,0,0
THE DINER,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,USUM72401989,790,54,66101468,0,0,84.0,0,0,180,0,0,0,0
6 In the Morning (feat. Nate Dogg),6 In the Morning (feat. Nate Dogg) - Single,Flex (Uk),5/17/2024,GBARL2400669,785,54,4505404,0,0,64.0,0,0,0,0,0,0,1
Light Switch,Light Switch (Instrumental),Charlie Puth,1/19/2022,USAT22107359,782,54,593554969,0,0,67.0,0,0,0,0,0,0,0
"Pushpa Pushpa (From ""Pushpa 2 The Rule"") [HINDI]","Pushpa Pushpa (From ""Pushpa 2 The Rule"") [HINDI]",Mika Singh,5/1/2024,INS182401375,783,54,1852457,79,0,,0,0,0,0,0,0,0
On Me,On Me,Lil Baby,12/4/2020,USUG12004399,788,54,368017246,0,0,67.0,0,0,0,0,0,0,1
when the party's over,when the party's over,Billie Eilish,10/17/2018,USUM71815958,787,54,1845938685,0,0,79.0,0,0,0,0,0,0,0
